timestamp,src_ip,dst_ip,dst_port,bytes,label,flags
2025-10-23 15:59:40.509790,192.168.100.7,10.0.6.1,675,3456,Normal,
2025-10-24 01:04:40.509790,192.168.100.7,10.0.4.26,708,2884,Normal,SA
2025-10-24 00:42:40.509790,192.168.100.7,10.0.3.6,551,1850,Normal,SA
2025-10-23 15:55:40.509790,192.168.100.7,10.0.1.2,119,176,Attack,
2025-10-23 17:51:40.509790,192.168.100.7,10.0.3.37,562,4863,Normal,R
2025-10-23 12:04:40.509790,192.168.100.7,10.0.9.41,1020,541,Normal,S
2025-10-23 23:55:40.509790,192.168.100.7,10.0.9.25,771,1623,Normal,F
2025-10-23 23:14:40.509790,192.168.100.7,10.0.6.14,692,1828,Normal,S
2025-10-23 23:04:40.509790,192.168.100.7,10.0.9.37,576,4426,Normal,S
2025-10-23 17:01:40.509790,192.168.100.7,10.0.2.47,255,2737,Normal,SA
2025-10-23 12:53:40.509790,192.168.100.7,10.0.1.38,903,3704,Normal,S
2025-10-23 22:51:40.509790,192.168.100.7,10.0.10.14,332,336,Normal,F
2025-10-23 17:26:40.509790,192.168.100.7,10.0.6.24,601,2480,Normal,S
2025-10-24 01:18:40.509790,192.168.100.7,10.0.8.44,161,3158,Normal,R
2025-10-23 09:47:40.513904,192.168.100.7,10.0.7.43,996,2827,Attack,S
2025-10-23 21:34:40.513904,192.168.100.7,10.0.7.34,948,4479,Normal,F
2025-10-23 16:11:40.513904,192.168.100.7,10.0.5.37,999,4526,Normal,S
2025-10-23 13:30:40.513904,192.168.100.7,10.0.6.28,501,4894,Normal,
2025-10-24 00:09:40.513904,192.168.100.7,10.0.6.47,182,647,Attack,
2025-10-23 13:14:40.513904,192.168.100.7,10.0.1.16,885,4086,Normal,
2025-10-23 19:46:40.513904,192.168.100.7,10.0.6.41,712,892,Attack,
2025-10-23 22:56:40.513904,192.168.100.7,10.0.3.9,180,3238,Normal,
2025-10-23 21:15:40.513904,192.168.100.7,10.0.1.34,660,4733,Attack,S
2025-10-23 17:34:40.513904,192.168.100.7,10.0.3.41,584,684,Begin,S
2025-10-23 16:09:40.513904,192.168.100.7,10.0.8.3,494,3214,Attack,F
2025-10-23 23:00:40.513904,192.168.100.8,10.0.8.47,659,606,Normal,
2025-10-24 00:49:40.513904,192.168.100.8,10.0.3.5,194,1558,Normal,R
2025-10-24 01:16:40.513904,192.168.100.8,10.0.6.8,605,2413,Normal,F
2025-10-23 11:11:40.513904,192.168.100.8,10.0.10.17,305,2069,Begin,R
2025-10-24 01:33:40.513904,192.168.100.8,10.0.8.17,239,4787,Normal,R
2025-10-23 21:48:40.513904,192.168.100.8,10.0.1.32,724,1830,Begin,S
2025-10-23 12:03:40.513904,192.168.100.8,10.0.10.48,969,2359,Normal,F
2025-10-23 18:35:40.513904,192.168.100.8,10.0.1.34,682,4058,Normal,R
2025-10-23 18:09:40.513904,192.168.100.8,10.0.9.24,137,4140,Normal,S
2025-10-23 10:25:40.513904,192.168.100.8,10.0.6.44,320,2536,Normal,F
2025-10-23 16:24:40.513904,192.168.100.8,10.0.2.45,224,2803,Normal,SA
2025-10-23 18:03:40.513904,192.168.100.8,10.0.4.15,896,2262,Normal,SA
2025-10-23 16:40:40.513904,192.168.100.8,10.0.8.46,364,3112,Begin,SA
2025-10-23 10:09:40.513904,192.168.100.8,10.0.3.5,501,1949,Normal,
2025-10-23 23:04:40.513904,192.168.100.8,10.0.4.11,1022,1574,Normal,F
2025-10-23 20:49:40.513904,192.168.100.8,10.0.8.25,459,4906,Normal,F
2025-10-23 12:05:40.513904,192.168.100.8,10.0.4.24,786,2594,Begin,R
2025-10-23 11:55:40.513904,192.168.100.8,10.0.3.47,950,843,Begin,SA
2025-10-23 14:00:40.513904,192.168.100.8,10.0.9.10,391,2621,Normal,
2025-10-23 23:09:40.513904,192.168.100.8,10.0.8.40,439,2767,Begin,S
2025-10-23 15:17:40.513904,192.168.100.8,10.0.10.15,269,2216,Normal,
2025-10-23 23:45:40.513904,192.168.100.8,10.0.3.23,397,534,Normal,S
2025-10-23 13:38:40.513904,192.168.100.8,10.0.6.17,284,4719,Normal,S
2025-10-23 22:45:40.513904,192.168.100.8,10.0.5.17,963,3059,Normal,F
2025-10-23 23:11:40.513904,192.168.100.8,10.0.10.37,942,639,Normal,R
2025-10-23 18:15:40.513904,192.168.100.8,10.0.4.35,231,3158,Begin,R
2025-10-23 18:59:40.513904,192.168.100.8,10.0.4.19,908,3798,Normal,F
2025-10-23 13:17:40.513904,192.168.100.8,10.0.8.48,162,2636,Normal,SA
2025-10-23 18:49:40.513904,192.168.100.8,10.0.6.32,294,4232,Normal,
2025-10-23 11:20:40.513904,192.168.100.8,10.0.10.14,386,1301,Normal,SA
2025-10-23 14:47:40.513904,192.168.100.8,10.0.7.43,592,1838,Normal,F
2025-10-23 11:14:40.513904,192.168.100.8,10.0.2.16,616,821,Normal,F
2025-10-23 21:45:40.513904,192.168.100.8,10.0.9.42,288,2370,Begin,SA
2025-10-23 20:36:40.513904,192.168.100.8,10.0.2.42,483,284,Normal,SA
2025-10-23 15:45:40.513904,192.168.100.8,10.0.5.7,616,511,Normal,S
2025-10-23 13:42:40.513904,192.168.100.8,10.0.9.30,796,3234,Normal,
2025-10-23 16:23:40.513904,192.168.100.8,10.0.3.23,204,3998,Attack,S
2025-10-23 10:02:40.513904,192.168.100.8,10.0.2.12,111,4247,Normal,F
2025-10-23 23:56:40.513904,192.168.100.8,10.0.8.2,879,1534,Attack,SA
2025-10-23 16:51:40.513904,192.168.100.8,10.0.7.34,20,3049,Normal,
2025-10-23 20:34:40.513904,192.168.100.8,10.0.5.4,774,748,Normal,SA
2025-10-23 15:26:40.513904,192.168.100.8,10.0.1.29,698,982,Normal,R
2025-10-24 00:30:40.513904,192.168.100.8,10.0.2.46,945,3076,Normal,S
2025-10-23 20:45:40.513904,192.168.100.8,10.0.7.24,995,3055,Normal,
2025-10-23 22:08:40.513904,192.168.100.8,10.0.8.27,647,1338,Attack,
2025-10-23 19:25:40.513904,192.168.100.8,10.0.8.30,132,2342,Normal,R
2025-10-23 10:33:40.516027,192.168.100.8,10.0.8.44,464,3668,Normal,SA
2025-10-23 20:39:40.516027,192.168.100.8,10.0.1.26,31,133,Normal,F
2025-10-23 15:23:40.516027,192.168.100.8,10.0.8.47,40,883,Normal,S
2025-10-23 21:55:40.516027,192.168.100.8,10.0.5.32,377,1553,Normal,SA
2025-10-23 23:34:40.516027,192.168.100.9,10.0.4.21,281,2050,Normal,SA
2025-10-23 15:04:40.516027,192.168.100.9,10.0.3.26,674,2235,Begin,F
2025-10-23 20:37:40.516027,192.168.100.9,10.0.1.37,906,3737,Normal,SA
2025-10-23 16:29:40.516027,192.168.100.9,10.0.10.2,26,1826,Normal,S
2025-10-23 21:02:40.516027,192.168.100.9,10.0.4.44,715,4257,Begin,F
2025-10-23 14:31:40.516027,192.168.100.9,10.0.10.22,699,1783,Normal,R
2025-10-23 17:54:40.516027,192.168.100.9,10.0.6.19,824,1249,Normal,F
2025-10-23 11:36:40.516027,192.168.100.9,10.0.5.38,444,3812,Normal,F
2025-10-23 12:07:40.516027,192.168.100.9,10.0.2.44,657,2471,Normal,F
2025-10-23 09:02:40.516027,192.168.100.9,10.0.2.22,979,1788,Normal,F
2025-10-23 17:24:40.516027,192.168.100.9,10.0.5.1,115,4723,Begin,S
2025-10-23 11:04:40.516027,192.168.100.9,10.0.7.20,833,4122,Normal,
2025-10-23 20:07:40.516027,192.168.100.9,10.0.1.28,734,1531,Begin,F
2025-10-23 10:53:40.516027,192.168.100.9,10.0.10.22,486,2736,Normal,
2025-10-23 14:56:40.516027,192.168.100.9,10.0.6.18,410,4412,Normal,F
2025-10-23 16:29:40.516027,192.168.100.9,10.0.7.20,75,190,Attack,SA
2025-10-23 09:58:40.516027,192.168.100.9,10.0.2.26,765,1823,Begin,F
2025-10-24 01:24:40.516027,192.168.100.9,10.0.4.25,239,4312,Normal,S
2025-10-23 21:00:40.516027,192.168.100.9,10.0.9.21,945,3313,Attack,SA
2025-10-23 22:53:40.516027,192.168.100.9,10.0.2.10,650,2652,Begin,
2025-10-23 18:56:40.516027,192.168.100.9,10.0.7.2,463,4278,Begin,S
2025-10-23 18:25:40.516027,192.168.100.9,10.0.1.43,207,2101,Normal,S
2025-10-23 10:57:40.516027,192.168.100.9,10.0.2.47,29,2180,Normal,S
2025-10-23 11:58:40.516027,192.168.100.9,10.0.6.12,456,4712,Normal,
2025-10-24 00:59:40.516027,192.168.100.9,10.0.5.11,90,854,Normal,SA
2025-10-23 22:26:40.516027,192.168.100.9,10.0.6.11,250,4196,Normal,F
2025-10-23 14:42:40.516027,192.168.100.9,10.0.6.30,526,1376,Normal,S
2025-10-23 10:33:40.516027,192.168.100.9,10.0.8.17,361,530,Attack,SA
2025-10-23 22:26:40.516027,192.168.100.9,10.0.10.30,671,4404,Normal,F
2025-10-23 23:24:40.516027,192.168.100.9,10.0.1.3,704,2825,Normal,
2025-10-24 00:36:40.516027,192.168.100.9,10.0.8.37,430,3988,Begin,F
2025-10-23 21:05:40.516027,192.168.100.9,10.0.3.4,192,1990,Begin,R
2025-10-23 10:20:40.516027,192.168.100.9,10.0.6.18,355,2545,Attack,SA
2025-10-23 13:20:40.516027,192.168.100.9,10.0.9.4,894,3938,Normal,S
2025-10-23 11:26:40.516027,192.168.100.9,10.0.5.33,1012,453,Normal,S
2025-10-23 09:58:40.516027,192.168.100.9,10.0.1.19,824,193,Begin,SA
2025-10-23 18:25:40.516027,192.168.100.9,10.0.1.23,523,555,Normal,F
2025-10-23 22:43:40.516027,192.168.100.9,10.0.8.21,864,2174,Normal,R
2025-10-23 10:42:40.516027,192.168.100.9,10.0.6.41,428,2268,Begin,SA
2025-10-23 14:53:40.516027,192.168.100.9,10.0.1.6,541,2327,Normal,R
2025-10-23 11:04:40.516027,192.168.100.9,10.0.9.44,257,2508,Normal,R
2025-10-23 16:11:40.516027,192.168.100.9,10.0.2.24,587,2480,Begin,
2025-10-23 23:02:40.516027,192.168.100.9,10.0.8.45,578,1398,Attack,F
2025-10-23 22:27:40.516027,192.168.100.9,10.0.1.7,309,1671,Normal,F
2025-10-23 21:56:40.516027,192.168.100.9,10.0.1.33,368,2029,Begin,
2025-10-23 12:07:40.516027,192.168.100.9,10.0.9.26,539,4284,Normal,F
2025-10-23 18:53:40.516027,192.168.100.9,10.0.6.16,1017,987,Normal,S
2025-10-23 20:54:40.516027,192.168.100.9,10.0.2.24,190,1597,Normal,F
2025-10-23 13:38:40.516027,192.168.100.9,10.0.4.44,211,1488,Normal,S
2025-10-23 17:54:40.516027,192.168.100.9,10.0.7.23,841,2283,Normal,F
2025-10-23 21:32:40.516027,192.168.100.10,10.0.2.44,152,2883,Normal,F
2025-10-23 15:01:40.516027,192.168.100.10,10.0.7.12,78,3560,Normal,S
2025-10-23 23:32:40.516027,192.168.100.10,10.0.4.49,826,1572,Begin,SA
2025-10-23 22:08:40.516027,192.168.100.10,10.0.7.28,773,2667,Attack,
2025-10-23 13:46:40.516027,192.168.100.10,10.0.2.46,769,1795,Begin,S
2025-10-23 19:36:40.516027,192.168.100.10,10.0.6.29,636,3249,Normal,F
2025-10-23 22:01:40.516027,192.168.100.10,10.0.10.7,447,3854,Normal,F
2025-10-23 23:32:40.516027,192.168.100.10,10.0.10.2,832,1705,Normal,F
2025-10-23 08:58:40.516027,192.168.100.10,10.0.7.23,350,1746,Normal,SA
2025-10-23 13:59:40.516027,192.168.100.10,10.0.3.8,536,4522,Normal,
2025-10-23 11:10:40.516027,192.168.100.10,10.0.1.2,801,1838,Begin,F
2025-10-24 01:32:40.516027,192.168.100.10,10.0.9.11,67,231,Normal,F
2025-10-23 19:58:40.516027,192.168.100.10,10.0.6.27,386,2788,Normal,S
2025-10-23 13:49:40.516027,192.168.100.10,10.0.4.25,76,3728,Normal,F
2025-10-23 17:36:40.516027,192.168.100.10,10.0.4.31,209,2903,Normal,SA
2025-10-23 10:43:40.516027,192.168.100.10,10.0.2.16,623,3295,Begin,
2025-10-23 17:13:40.516027,192.168.100.10,10.0.6.11,130,3143,Normal,S
2025-10-23 22:33:40.516027,192.168.100.10,10.0.3.27,467,4667,Normal,F
2025-10-24 00:48:40.516027,192.168.100.10,10.0.6.20,255,1951,Normal,S
2025-10-23 09:37:40.516027,192.168.100.10,10.0.6.1,947,1229,Normal,SA
2025-10-23 17:55:40.516027,192.168.100.10,10.0.1.39,493,3644,Begin,R
2025-10-23 23:06:40.516027,192.168.100.10,10.0.6.18,814,642,Normal,F
2025-10-23 21:19:40.516027,192.168.100.10,10.0.1.40,578,4854,Normal,SA
2025-10-23 09:07:40.516027,192.168.100.10,10.0.10.5,607,1721,Normal,SA
2025-10-23 15:39:40.516027,192.168.100.10,10.0.10.36,151,641,Normal,
2025-10-23 16:23:40.516027,192.168.100.10,10.0.5.40,656,4213,Normal,F
2025-10-23 16:29:40.516027,192.168.100.10,10.0.10.2,237,4680,Normal,
2025-10-23 15:36:40.516027,192.168.100.10,10.0.7.27,662,2982,Normal,S
2025-10-23 15:28:40.516027,192.168.100.10,10.0.4.9,129,1963,Attack,SA
2025-10-23 11:31:40.516027,192.168.100.10,10.0.6.16,293,264,Begin,F
2025-10-23 23:47:40.516027,192.168.100.10,10.0.8.4,644,474,Attack,SA
2025-10-23 23:53:40.516027,192.168.100.10,10.0.4.48,608,2350,Begin,S
2025-10-23 16:13:40.516027,192.168.100.10,10.0.6.18,829,161,Normal,S
2025-10-23 15:19:40.516027,192.168.100.10,10.0.10.41,727,1376,Normal,S
2025-10-23 22:31:40.516027,192.168.100.10,10.0.7.45,602,1580,Normal,F
2025-10-23 19:25:40.516027,192.168.100.10,10.0.2.36,518,3177,Normal,SA
2025-10-23 15:05:40.516027,192.168.100.10,10.0.8.11,355,4350,Normal,SA
2025-10-23 14:50:40.516027,192.168.100.10,10.0.2.49,975,2225,Begin,F
2025-10-23 15:31:40.516027,192.168.100.10,10.0.9.36,739,4663,Attack,
2025-10-23 20:50:40.516027,192.168.100.10,10.0.9.19,701,2282,Attack,S
2025-10-23 23:04:40.516027,192.168.100.10,10.0.10.34,549,1525,Begin,S
2025-10-23 12:16:40.516027,192.168.100.10,10.0.7.27,875,4428,Normal,R
2025-10-23 16:34:40.516027,192.168.100.10,10.0.5.50,319,675,Normal,R
2025-10-23 09:35:40.516027,192.168.100.10,10.0.1.23,417,4968,Normal,S
2025-10-23 10:06:40.516027,192.168.100.10,10.0.7.50,512,3003,Normal,
2025-10-23 20:34:40.516027,192.168.100.10,10.0.3.50,949,3153,Normal,SA
2025-10-23 13:09:40.516027,192.168.100.10,10.0.1.49,839,3977,Attack,S
2025-10-23 10:57:40.516027,192.168.100.10,10.0.7.25,185,312,Normal,S
2025-10-23 18:17:40.516027,192.168.100.10,10.0.10.14,159,100,Normal,
2025-10-24 01:00:40.516027,192.168.100.10,10.0.2.18,950,3418,Normal,SA
2025-10-23 21:21:40.516027,192.168.100.11,10.0.8.29,86,2174,Normal,
2025-10-23 10:36:40.516027,192.168.100.11,10.0.4.49,459,2302,Normal,R
2025-10-23 15:50:40.516027,192.168.100.11,10.0.9.50,476,2461,Begin,F
2025-10-23 15:24:40.516027,192.168.100.11,10.0.7.22,494,246,Normal,R
2025-10-23 10:24:40.516027,192.168.100.11,10.0.6.5,91,3667,Attack,SA
2025-10-23 19:59:40.516027,192.168.100.11,10.0.8.15,754,3361,Normal,
2025-10-24 01:24:40.516027,192.168.100.11,10.0.8.42,206,1208,Normal,S
2025-10-23 16:32:40.516027,192.168.100.11,10.0.1.36,54,2944,Normal,R
2025-10-23 22:48:40.516027,192.168.100.11,10.0.8.3,203,4682,Begin,S
2025-10-23 21:53:40.516027,192.168.100.11,10.0.9.27,609,1089,Normal,S
2025-10-23 23:04:40.516027,192.168.100.11,10.0.4.12,200,3924,Normal,R
2025-10-23 15:31:40.516027,192.168.100.11,10.0.6.28,671,2954,Normal,SA
2025-10-23 23:58:40.516027,192.168.100.11,10.0.6.28,191,4092,Normal,SA
2025-10-23 10:18:40.516027,192.168.100.11,10.0.5.12,541,2528,Normal,SA
2025-10-23 19:48:40.516027,192.168.100.11,10.0.4.25,645,380,Begin,R
2025-10-23 15:26:40.516027,192.168.100.11,10.0.7.1,184,1704,Attack,F
2025-10-23 14:01:40.516027,192.168.100.11,10.0.5.15,779,207,Normal,S
2025-10-23 09:32:40.516027,192.168.100.11,10.0.2.9,1004,1557,Normal,R
2025-10-23 19:25:40.516027,192.168.100.11,10.0.1.12,786,353,Begin,F
2025-10-23 13:16:40.516027,192.168.100.11,10.0.7.3,529,595,Normal,
2025-10-23 14:05:40.516027,192.168.100.11,10.0.6.27,196,3746,Normal,F
2025-10-23 22:31:40.516027,192.168.100.11,10.0.4.19,993,3238,Normal,R
2025-10-23 19:41:40.516027,192.168.100.11,10.0.8.1,757,4119,Normal,S
2025-10-23 16:17:40.516027,192.168.100.11,10.0.3.13,820,3212,Normal,F
2025-10-23 09:45:40.516027,192.168.100.11,10.0.9.37,880,4360,Normal,SA
2025-10-23 20:02:40.516027,192.168.100.11,10.0.7.38,150,2304,Normal,F
2025-10-23 11:14:40.516027,192.168.100.11,10.0.5.49,1011,4000,Normal,F
2025-10-23 23:03:40.516027,192.168.100.11,10.0.1.41,431,1076,Normal,R
2025-10-23 11:12:40.516027,192.168.100.11,10.0.8.42,125,1967,Normal,R
2025-10-23 10:17:40.516027,192.168.100.11,10.0.1.29,251,3118,Normal,F
2025-10-23 15:08:40.516027,192.168.100.11,10.0.6.43,766,283,Normal,R
2025-10-23 11:21:40.516027,192.168.100.11,10.0.7.46,861,880,Normal,SA
2025-10-23 17:20:40.516027,192.168.100.11,10.0.5.17,874,2224,Begin,SA
2025-10-23 13:07:40.516027,192.168.100.11,10.0.7.20,564,1965,Normal,F
2025-10-23 21:24:40.516027,192.168.100.11,10.0.4.38,210,1730,Normal,R
2025-10-23 15:00:40.516027,192.168.100.11,10.0.1.49,358,915,Normal,SA
2025-10-23 22:47:40.516027,192.168.100.11,10.0.6.36,123,1704,Normal,F
2025-10-23 12:30:40.516027,192.168.100.11,10.0.2.48,396,2902,Normal,
2025-10-23 17:09:40.516027,192.168.100.11,10.0.1.42,410,1844,Normal,SA
2025-10-23 16:54:40.516027,192.168.100.11,10.0.10.2,874,2270,Normal,
2025-10-23 16:41:40.516027,192.168.100.11,10.0.5.50,901,3755,Normal,S
2025-10-23 21:20:40.516027,192.168.100.11,10.0.7.27,335,4075,Begin,SA
2025-10-23 09:18:40.516027,192.168.100.11,10.0.6.8,335,261,Normal,SA
2025-10-23 15:56:40.516027,192.168.100.11,10.0.7.19,144,1763,Begin,
2025-10-23 17:54:40.516027,192.168.100.11,10.0.5.34,319,1119,Normal,
2025-10-23 18:33:40.516027,192.168.100.11,10.0.9.28,816,3891,Normal,F
2025-10-23 20:50:40.516027,192.168.100.11,10.0.2.5,873,1889,Normal,S
2025-10-23 19:54:40.516027,192.168.100.11,10.0.7.11,307,4637,Normal,SA
2025-10-23 10:56:40.516027,192.168.100.11,10.0.1.10,724,4305,Begin,
2025-10-23 19:51:40.516027,192.168.100.11,10.0.7.9,371,139,Normal,R
2025-10-24 00:55:40.516027,192.168.100.12,10.0.8.28,889,815,Normal,R
2025-10-24 00:12:40.516027,192.168.100.12,10.0.5.47,931,145,Begin,R
2025-10-23 17:21:40.516027,192.168.100.12,10.0.10.5,508,2789,Begin,S
2025-10-23 20:05:40.516027,192.168.100.12,10.0.5.25,644,1136,Normal,R
2025-10-24 01:15:40.516027,192.168.100.12,10.0.4.13,102,4357,Begin,
2025-10-23 13:26:40.516027,192.168.100.12,10.0.1.26,1023,2253,Begin,F
2025-10-23 10:53:40.516027,192.168.100.12,10.0.4.50,56,1920,Normal,
2025-10-23 14:46:40.516027,192.168.100.12,10.0.5.21,285,3162,Normal,F
2025-10-23 22:25:40.516027,192.168.100.12,10.0.8.16,175,1289,Normal,SA
2025-10-23 18:43:40.516027,192.168.100.12,10.0.3.21,620,2565,Normal,F
2025-10-23 09:30:40.516027,192.168.100.12,10.0.1.8,23,3100,Normal,S
2025-10-23 14:04:40.520697,192.168.100.12,10.0.5.19,501,3846,Begin,SA
2025-10-23 11:17:40.520697,192.168.100.12,10.0.1.24,736,3646,Normal,SA
2025-10-23 22:11:40.520697,192.168.100.12,10.0.7.17,371,4671,Begin,SA
2025-10-23 19:55:40.520697,192.168.100.12,10.0.5.29,431,2659,Normal,
2025-10-23 12:04:40.520697,192.168.100.12,10.0.4.31,742,3015,Normal,F
2025-10-23 13:49:40.520697,192.168.100.12,10.0.6.44,914,827,Begin,SA
2025-10-23 22:51:40.520697,192.168.100.12,10.0.7.39,574,3307,Normal,S
2025-10-23 13:52:40.520697,192.168.100.12,10.0.9.50,738,1633,Normal,S
2025-10-23 13:47:40.520697,192.168.100.12,10.0.2.41,333,2246,Begin,R
2025-10-23 10:31:40.520697,192.168.100.12,10.0.1.11,715,469,Normal,F
2025-10-23 23:03:40.520697,192.168.100.12,10.0.2.16,203,208,Attack,R
2025-10-23 11:37:40.520697,192.168.100.12,10.0.6.18,156,4325,Attack,S
2025-10-23 15:15:40.520697,192.168.100.12,10.0.1.11,242,1416,Normal,
2025-10-24 00:39:40.520697,192.168.100.12,10.0.1.45,168,2795,Begin,F
2025-10-23 13:23:40.520697,192.168.100.12,10.0.10.10,494,3034,Begin,R
2025-10-23 18:53:40.520697,192.168.100.12,10.0.7.45,584,3911,Normal,S
2025-10-23 18:07:40.520697,192.168.100.12,10.0.5.17,944,2828,Normal,S
2025-10-24 01:14:40.520697,192.168.100.12,10.0.7.16,677,3804,Begin,S
2025-10-23 11:43:40.520697,192.168.100.12,10.0.8.31,464,1497,Normal,SA
2025-10-23 11:43:40.520697,192.168.100.12,10.0.6.32,884,955,Begin,R
2025-10-23 18:30:40.520697,192.168.100.12,10.0.8.49,772,4051,Normal,F
2025-10-23 13:47:40.520697,192.168.100.12,10.0.5.3,291,1062,Normal,F
2025-10-23 18:43:40.520697,192.168.100.12,10.0.5.1,252,3155,Begin,F
2025-10-23 18:29:40.520697,192.168.100.12,10.0.8.44,994,2951,Normal,
2025-10-23 09:21:40.520697,192.168.100.12,10.0.8.14,680,1034,Normal,
2025-10-23 11:44:40.520697,192.168.100.12,10.0.8.7,954,312,Normal,F
2025-10-23 14:40:40.520697,192.168.100.12,10.0.2.7,507,3710,Normal,S
2025-10-23 20:22:40.520697,192.168.100.12,10.0.8.13,820,4341,Normal,R
2025-10-23 14:36:40.520697,192.168.100.12,10.0.9.20,110,4976,Normal,R
2025-10-23 22:30:40.520697,192.168.100.12,10.0.8.16,529,3545,Normal,R
2025-10-23 19:24:40.520697,192.168.100.12,10.0.9.9,888,2106,Attack,R
2025-10-23 22:07:40.520697,192.168.100.12,10.0.4.8,353,984,Begin,
2025-10-23 09:51:40.520697,192.168.100.12,10.0.5.3,154,2477,Normal,SA
2025-10-24 00:56:40.520697,192.168.100.12,10.0.2.21,902,2903,Normal,F
2025-10-23 21:00:40.520697,192.168.100.12,10.0.1.21,854,2109,Normal,F
2025-10-24 00:26:40.520697,192.168.100.12,10.0.6.45,651,3556,Normal,
2025-10-23 20:29:40.520697,192.168.100.12,10.0.2.28,293,230,Normal,R
2025-10-23 22:29:40.522001,192.168.100.12,10.0.3.24,67,579,Normal,
2025-10-23 17:30:40.522001,192.168.100.12,10.0.2.11,200,1210,Normal,S
2025-10-23 14:21:40.522001,192.168.100.13,10.0.8.29,890,3787,Normal,F
2025-10-23 17:00:40.522001,192.168.100.13,10.0.4.48,504,3551,Normal,SA
2025-10-23 18:34:40.522001,192.168.100.13,10.0.1.18,210,1676,Normal,S
2025-10-23 17:21:40.522001,192.168.100.13,10.0.7.38,837,2180,Normal,SA
2025-10-23 16:02:40.522001,192.168.100.13,10.0.1.7,926,1813,Normal,SA
2025-10-23 10:19:40.522001,192.168.100.13,10.0.10.31,404,1600,Attack,F
2025-10-23 20:20:40.522001,192.168.100.13,10.0.1.30,772,3800,Normal,S
2025-10-23 23:59:40.522001,192.168.100.13,10.0.2.25,620,2761,Normal,
2025-10-23 14:12:40.522001,192.168.100.13,10.0.1.47,190,4800,Attack,F
2025-10-23 19:16:40.522001,192.168.100.13,10.0.3.13,779,1715,Normal,
2025-10-23 13:22:40.522001,192.168.100.13,10.0.1.38,626,1366,Begin,SA
2025-10-23 21:44:40.522001,192.168.100.13,10.0.6.8,943,3824,Begin,
2025-10-23 09:15:40.522001,192.168.100.13,10.0.7.29,401,1006,Normal,F
2025-10-23 19:19:40.522001,192.168.100.13,10.0.5.18,205,4421,Normal,SA
2025-10-23 09:32:40.522001,192.168.100.13,10.0.3.13,118,4127,Normal,F
2025-10-23 23:36:40.522001,192.168.100.13,10.0.3.29,267,3265,Normal,R
2025-10-23 12:21:40.522001,192.168.100.13,10.0.3.20,772,2575,Normal,S
2025-10-23 12:10:40.522001,192.168.100.13,10.0.1.39,900,1221,Normal,F
2025-10-23 13:10:40.522001,192.168.100.13,10.0.9.5,915,1298,Attack,F
2025-10-23 09:23:40.522001,192.168.100.13,10.0.8.12,364,2180,Begin,F
2025-10-23 14:35:40.522001,192.168.100.13,10.0.3.16,905,3704,Normal,S
2025-10-23 22:55:40.522001,192.168.100.13,10.0.1.5,564,3008,Attack,SA
2025-10-23 13:25:40.522001,192.168.100.13,10.0.2.22,932,2704,Attack,SA
2025-10-23 19:59:40.522001,192.168.100.13,10.0.1.23,489,4833,Normal,SA
2025-10-23 13:50:40.523004,192.168.100.13,10.0.1.31,145,429,Normal,
2025-10-23 19:49:40.523004,192.168.100.13,10.0.8.30,396,1996,Attack,SA
2025-10-23 23:45:40.523004,192.168.100.13,10.0.7.43,250,4241,Normal,F
2025-10-23 17:26:40.523004,192.168.100.13,10.0.3.5,918,4648,Normal,SA
2025-10-23 13:52:40.523004,192.168.100.13,10.0.3.8,821,261,Begin,S
2025-10-23 16:31:40.523004,192.168.100.13,10.0.4.27,774,4376,Normal,S
2025-10-23 14:05:40.523004,192.168.100.13,10.0.6.44,979,3691,Normal,F
2025-10-23 17:53:40.523004,192.168.100.13,10.0.8.11,72,2779,Begin,F
2025-10-23 13:06:40.523004,192.168.100.13,10.0.9.32,345,2637,Normal,R
2025-10-23 13:32:40.523004,192.168.100.13,10.0.8.42,898,4616,Normal,F
2025-10-23 15:29:40.523004,192.168.100.13,10.0.9.27,167,1204,Normal,
2025-10-23 18:19:40.523004,192.168.100.13,10.0.4.7,522,3245,Normal,
2025-10-23 18:36:40.523004,192.168.100.13,10.0.6.36,754,917,Normal,F
2025-10-23 11:52:40.523004,192.168.100.13,10.0.1.50,621,4342,Normal,SA
2025-10-23 13:53:40.523004,192.168.100.13,10.0.2.32,1024,4367,Normal,R
2025-10-24 00:48:40.523004,192.168.100.13,10.0.10.1,376,2620,Begin,SA
2025-10-23 23:24:40.523004,192.168.100.13,10.0.2.27,734,4820,Normal,R
2025-10-23 16:38:40.523004,192.168.100.13,10.0.1.21,873,1129,Normal,
2025-10-23 20:03:40.523004,192.168.100.13,10.0.8.31,517,3885,Normal,SA
2025-10-23 16:14:40.523004,192.168.100.13,10.0.4.34,572,3431,Normal,F
2025-10-23 19:07:40.523004,192.168.100.13,10.0.1.31,937,2091,Normal,SA
2025-10-23 13:23:40.523004,192.168.100.13,10.0.8.32,169,2075,Normal,SA
2025-10-23 14:13:40.523004,192.168.100.13,10.0.2.7,941,1022,Attack,SA
2025-10-23 15:26:40.523004,192.168.100.13,10.0.1.27,446,3841,Normal,SA
2025-10-23 09:09:40.523004,192.168.100.13,10.0.9.22,715,3684,Attack,R
2025-10-23 23:09:40.523004,192.168.100.13,10.0.1.20,439,4106,Normal,SA
